Date,Open,High,Low,Close,Adj Close,Volume
1993-04-28,12.750000,12.750000,12.250000,12.562500,11.375945,1347200
1993-04-29,12.500000,12.531250,12.125000,12.187500,11.036365,1512000
1993-04-30,12.187500,12.187500,12.000000,12.093750,10.951470,1222400
1993-05-03,12.062500,12.500000,12.031250,12.312500,11.149564,1397200
1993-05-04,12.312500,12.468750,12.187500,12.218750,11.064662,427600
1993-05-05,12.281250,12.343750,12.250000,12.250000,11.092963,602800
1993-05-06,12.281250,12.312500,12.218750,12.250000,11.092963,242000
1993-05-07,12.218750,12.218750,12.031250,12.062500,10.923176,537200
1993-05-10,12.125000,12.125000,11.968750,12.000000,10.866576,514800
1993-05-11,12.000000,12.312500,12.000000,12.281250,11.121263,630000
1993-05-12,12.343750,13.000000,12.343750,13.000000,11.772120,940800
1993-05-13,13.031250,13.031250,12.531250,12.812500,11.602332,1464000
1993-05-14,12.843750,12.906250,12.593750,12.593750,11.404244,756000
1993-05-17,12.562500,12.625000,12.406250,12.593750,11.404244,235200
1993-05-18,12.593750,12.593750,12.375000,12.375000,11.206158,201600
1993-05-19,12.375000,12.468750,12.125000,12.468750,11.291051,471200
1993-05-20,12.468750,12.500000,12.437500,12.500000,11.319351,608000
1993-05-21,12.500000,12.531250,12.437500,12.437500,11.262753,684400
1993-05-24,12.375000,12.500000,12.250000,12.343750,11.177855,526800
1993-05-25,12.312500,12.343750,12.218750,12.250000,11.092963,640400
1993-05-26,12.250000,12.406250,12.187500,12.312500,11.149564,1185200
1993-05-27,12.312500,12.375000,12.218750,12.218750,11.064662,227200
1993-05-28,12.156250,12.281250,12.156250,12.250000,11.092963,345600
1993-06-01,12.281250,12.656250,12.281250,12.500000,11.319351,269600
1993-06-02,12.437500,12.468750,12.406250,12.468750,11.291051,699200
1993-06-03,11.750000,11.750000,11.375000,11.375000,10.300608,3056400
1993-06-04,11.500000,11.687500,11.500000,11.625000,10.526992,2462800
1993-06-07,11.656250,11.718750,11.656250,11.687500,10.583593,1327600
1993-06-08,11.625000,11.625000,11.531250,11.531250,10.442102,2250800
1993-06-09,11.500000,11.531250,11.312500,11.375000,10.300608,1802400
1993-06-10,11.343750,11.375000,11.187500,11.250000,10.187414,1198400
1993-06-11,11.312500,11.312500,11.218750,11.218750,10.159118,741200
1993-06-14,11.218750,11.218750,11.093750,11.156250,10.102519,984000
1993-06-15,11.250000,11.250000,11.218750,11.250000,10.187414,487600
1993-06-16,11.187500,11.250000,11.156250,11.187500,10.130819,330400
1993-06-17,11.187500,11.281250,11.187500,11.250000,10.187414,699600
1993-06-18,11.218750,11.281250,11.218750,11.250000,10.187414,847200
1993-06-21,11.218750,11.343750,11.187500,11.312500,10.244016,1150000
1993-06-22,11.281250,11.625000,11.281250,11.437500,10.357204,730800
1993-06-23,11.406250,11.500000,11.406250,11.437500,10.357204,573200
1993-06-24,11.375000,11.468750,11.281250,11.468750,10.385502,860400
1993-06-25,11.468750,11.562500,11.375000,11.562500,10.470395,738800
1993-06-28,11.562500,11.687500,11.500000,11.687500,10.583593,443200
1993-06-29,11.812500,11.812500,11.437500,11.437500,10.357204,541200
1993-06-30,11.437500,11.718750,11.437500,11.656250,10.555295,335200
1993-07-01,11.687500,11.718750,11.468750,11.718750,10.611894,257600
1993-07-02,11.687500,12.031250,11.687500,11.812500,10.696784,512800
1993-07-06,11.843750,11.937500,11.687500,11.718750,10.611894,521200
1993-07-07,11.718750,11.750000,11.375000,11.406250,10.328903,1174000
1993-07-08,11.406250,11.781250,11.312500,11.781250,10.668487,615200
1993-07-09,11.781250,11.781250,11.718750,11.750000,10.640190,183600
1993-07-12,11.718750,11.781250,11.437500,11.468750,10.385502,168400
1993-07-13,11.468750,11.718750,11.468750,11.718750,10.611894,397200
1993-07-14,12.625000,13.375000,12.562500,13.343750,12.083407,3711600
1993-07-15,13.250000,13.625000,13.218750,13.625000,12.338094,1731600
1993-07-16,13.593750,13.656250,13.468750,13.656250,12.366388,972800
1993-07-19,13.625000,13.656250,13.500000,13.656250,12.366388,658400
1993-07-20,13.593750,13.625000,13.468750,13.468750,12.196599,558000
1993-07-21,13.312500,13.343750,13.156250,13.218750,11.970209,970800
1993-07-22,13.250000,13.343750,13.187500,13.281250,12.026812,704800
1993-07-23,13.281250,13.593750,13.250000,13.468750,12.196599,560000
1993-07-26,13.468750,13.500000,13.312500,13.312500,12.055109,632400
1993-07-27,13.343750,13.437500,13.156250,13.437500,12.168302,625600
1993-07-28,13.375000,13.437500,13.281250,13.281250,12.026812,263600
1993-07-29,13.312500,13.343750,13.093750,13.093750,11.857020,301600
1993-07-30,13.156250,13.500000,13.125000,13.187500,11.941916,599200
1993-08-02,13.218750,13.250000,13.125000,13.218750,11.970209,366800
1993-08-03,13.218750,13.218750,13.062500,13.062500,11.828718,226000
1993-08-04,13.062500,13.218750,13.062500,13.156250,11.913616,301600
1993-08-05,13.250000,13.406250,13.250000,13.343750,12.083407,405200
1993-08-06,13.406250,13.500000,13.343750,13.500000,12.224898,494400
1993-08-09,13.687500,14.062500,13.531250,14.000000,12.677673,851600
1993-08-10,13.937500,14.156250,13.906250,14.156250,12.819165,536400
1993-08-11,14.156250,14.156250,13.843750,13.875000,12.564483,416400
1993-08-12,13.812500,13.843750,13.656250,13.781250,12.479585,459200
1993-08-13,13.906250,13.906250,13.750000,13.843750,12.536181,318400
1993-08-16,13.781250,13.968750,13.781250,13.968750,12.649377,356800
1993-08-17,13.968750,14.406250,13.968750,14.375000,13.017249,1023600
1993-08-18,14.406250,14.875000,14.406250,14.843750,13.441723,2086000
1993-08-19,14.781250,15.062500,14.750000,15.062500,13.639814,1176400
1993-08-20,15.000000,15.031250,14.937500,14.968750,13.554920,1766000
1993-08-23,14.875000,14.937500,14.812500,14.937500,13.526623,462800
1993-08-24,14.968750,15.000000,14.937500,15.000000,13.583220,1230400
1993-08-25,14.906250,15.031250,14.906250,15.000000,13.583220,1048800
1993-08-26,15.000000,15.000000,14.937500,14.937500,13.526623,343200
1993-08-27,14.968750,14.968750,14.937500,14.937500,13.526623,474800
1993-08-30,14.937500,14.968750,14.875000,14.937500,13.526623,385600
1993-08-31,14.968750,14.968750,14.906250,14.937500,13.526623,537600
1993-09-01,14.937500,14.968750,14.781250,14.781250,13.385133,820800
1993-09-02,14.781250,14.781250,14.281250,14.281250,12.932354,732800
1993-09-03,14.312500,14.312500,14.125000,14.187500,12.847465,422800
1993-09-07,14.187500,14.187500,13.906250,13.906250,12.592773,330000
1993-09-08,13.937500,13.937500,13.687500,13.812500,12.507883,1035600
1993-09-09,13.750000,14.250000,13.750000,14.093750,12.762563,530400
1993-09-10,14.156250,14.156250,13.875000,13.875000,12.564483,608000
1993-09-13,13.937500,14.031250,13.906250,13.968750,12.649377,536000
1993-09-14,14.000000,14.000000,13.812500,13.843750,12.536181,399600
1993-09-15,14.250000,14.750000,14.218750,14.687500,13.300241,2874800
1993-09-16,14.625000,14.656250,14.437500,14.437500,13.073851,1755600
1993-09-17,14.562500,14.718750,14.531250,14.718750,13.328533,1298800
1993-09-20,14.687500,14.875000,14.531250,14.875000,13.470024,984800
1993-09-21,14.781250,14.843750,14.687500,14.781250,13.385133,915200
1993-09-22,14.843750,15.375000,14.843750,15.312500,13.866201,1918800
1993-09-23,15.312500,15.593750,15.156250,15.593750,14.120886,918000
1993-09-24,15.562500,15.718750,15.437500,15.562500,14.092594,884000
1993-09-27,15.593750,15.875000,15.593750,15.812500,14.318978,1996400
1993-09-28,15.750000,15.812500,15.656250,15.718750,14.234083,1264400
1993-09-29,15.531250,15.656250,15.437500,15.500000,14.035995,1198400
1993-09-30,15.468750,15.562500,15.437500,15.468750,14.007697,845200
1993-10-01,15.312500,15.625000,15.312500,15.500000,14.035995,900000
1993-10-04,15.500000,15.937500,15.500000,15.781250,14.290680,746800
1993-10-05,15.781250,15.875000,15.687500,15.718750,14.234083,716400
1993-10-06,15.656250,15.812500,15.656250,15.781250,14.290680,1006400
1993-10-07,15.781250,15.812500,15.718750,15.718750,14.234083,667600
1993-10-08,15.781250,16.500000,15.750000,16.468750,14.913244,1163600
1993-10-11,16.406250,16.593750,16.343750,16.500000,14.941534,492400
1993-10-12,16.500000,16.500000,16.250000,16.250000,14.715154,969600
1993-10-13,16.218750,16.281250,15.937500,16.125000,14.601962,2066400
1993-10-14,16.125000,16.250000,16.000000,16.250000,14.715154,1386000
1993-10-15,16.250000,16.312500,16.125000,16.125000,14.601962,1890800
1993-10-18,16.187500,16.500000,16.187500,16.250000,14.715154,607600
1993-10-19,16.250000,16.562500,16.250000,16.531250,14.969842,896800
1993-10-20,16.531250,17.000000,16.500000,16.718750,15.139631,1139200
1993-10-21,16.687500,16.750000,16.625000,16.718750,15.139631,1240800
1993-10-22,16.750000,17.000000,16.687500,16.937500,15.337721,440800
1993-10-25,16.843750,16.843750,16.468750,16.750000,15.167930,582400
1993-10-26,16.718750,16.968750,16.718750,16.968750,15.366020,591200
1993-10-27,16.812500,16.812500,16.437500,16.687500,15.111334,698800
1993-10-28,16.625000,16.718750,16.625000,16.718750,15.139631,822800
1993-10-29,16.718750,16.875000,16.562500,16.875000,15.281119,422000
1993-11-01,16.875000,16.875000,16.687500,16.875000,15.281119,514800
1993-11-02,16.812500,16.843750,16.750000,16.812500,15.224530,286800
1993-11-03,16.781250,16.937500,16.562500,16.656250,15.083033,458800
1993-11-04,16.593750,16.656250,16.093750,16.156250,14.630263,1105600
1993-11-05,16.125000,16.312500,16.062500,16.312500,14.771752,973200
1993-11-08,16.437500,16.500000,16.343750,16.437500,14.884944,325200
1993-11-09,16.437500,16.687500,16.437500,16.687500,15.111334,353200
1993-11-10,16.656250,16.937500,16.562500,16.937500,15.337721,298400
1993-11-11,16.812500,16.906250,16.718750,16.781250,15.196230,640400
1993-11-12,16.718750,16.843750,16.718750,16.812500,15.224530,814800
1993-11-15,16.843750,16.937500,16.812500,16.906250,15.309422,433200
1993-11-16,16.906250,17.437500,16.906250,17.437500,15.790504,506800
1993-11-17,17.343750,17.343750,17.125000,17.218750,15.592402,434800
1993-11-18,17.156250,17.156250,16.968750,17.062500,15.450916,508800
1993-11-19,17.062500,17.093750,16.625000,16.656250,15.083033,1142800
1993-11-22,16.625000,16.625000,16.375000,16.375000,14.828354,636400
1993-11-23,16.437500,16.437500,16.312500,16.343750,14.800052,256800
1993-11-24,16.406250,16.718750,16.343750,16.718750,15.139631,524400
1993-11-26,16.718750,16.843750,16.718750,16.843750,15.252829,101600
1993-11-29,16.906250,17.218750,16.906250,17.187500,15.564110,556000
1993-11-30,17.437500,17.875000,17.437500,17.875000,16.186668,923200
1993-12-01,17.875000,17.875000,17.718750,17.875000,16.186668,1608800
1993-12-02,17.812500,17.843750,17.687500,17.750000,16.073484,881200
1993-12-03,17.750000,17.812500,17.718750,17.812500,16.130070,980000
1993-12-06,17.781250,17.812500,17.593750,17.625000,15.960279,1060800
1993-12-07,17.562500,17.562500,17.312500,17.312500,15.677299,478400
1993-12-08,17.343750,17.375000,17.187500,17.187500,15.564110,426400
1993-12-09,17.218750,17.250000,16.968750,17.062500,15.450916,410800
1993-12-10,17.125000,17.250000,17.031250,17.093750,15.479209,311600
1993-12-13,17.000000,17.500000,16.875000,17.500000,15.847088,798000
1993-12-14,17.875000,18.125000,17.812500,17.875000,16.186668,4322000
1993-12-15,17.812500,17.843750,17.343750,17.406250,15.762197,934400
1993-12-16,17.406250,17.500000,17.093750,17.156250,15.535803,1152400
1993-12-17,17.093750,17.375000,17.093750,17.343750,15.705598,1101200
1993-12-20,17.343750,17.562500,17.343750,17.437500,15.790504,1174800
1993-12-21,17.500000,17.593750,17.468750,17.562500,15.903689,840400
1993-12-22,17.656250,17.812500,17.656250,17.718750,16.045177,1799600
1993-12-23,17.750000,17.750000,17.468750,17.500000,15.847088,746000
